x	y	showSelected1
0	0.266075946363641	2
0	0.14756466586248	4
0	0.14756466586248	4
0	0.217196632362649	5
0	0.0868783720468786	7
0	0.0868783720468786	7
0	0.207334438654542	8
0	0.360580031370798	9
0	0.482170235185037	15
0.204081632653061	0.274373849577571	1
0.204081632653061	0.346596833483857	2
0.204081632653061	0.346596833483857	2
0.204081632653061	0.469777999552923	3
0.204081632653061	0.236125588718532	4
0.204081632653061	0.275024752339916	5
0.204081632653061	0.227154757711479	7
0.204081632653061	0.237124403418355	8
0.204081632653061	0.385478707378977	9
0.204081632653061	0.395364599141211	12
0.204081632653061	0.395364599141211	12
0.204081632653061	0.638579035605732	13
0.408163265306122	0.30991398720314	1
0.408163265306122	0.30991398720314	1
0.408163265306122	0.320461325762413	4
0.408163265306122	0.328963745154839	5
0.408163265306122	0.328963745154839	5
0.408163265306122	0.363700733028093	7
0.408163265306122	0.363700733028093	7
0.408163265306122	0.26590530905367	8
0.408163265306122	0.457796693330985	10
0.408163265306122	0.457796693330985	10
0.408163265306122	0.457796693330985	10
0.408163265306122	0.399392780320604	12
0.408163265306122	0.399392780320604	12
0.408163265306122	0.64556191860654	13
0.612244897959184	0.483838207538907	2
0.612244897959184	0.483838207538907	2
0.612244897959184	0.522117142944063	3
0.612244897959184	0.399797468968309	4
0.612244897959184	0.399797468968309	4
0.612244897959184	0.379277161861834	5
0.612244897959184	0.4933708966851	7
0.612244897959184	0.428684957183743	9
0.612244897959184	0.428684957183743	9
0.612244897959184	0.483504321889846	10
0.612244897959184	0.483504321889846	10
0.612244897959184	0.483504321889846	10
0.612244897959184	0.509205106356303	11
0.612244897959184	0.399946753220668	12
0.612244897959184	0.564569295854318	14
0.612244897959184	0.493300424444426	15
0.816326530612245	0.377474063617482	1
0.816326530612245	0.542156078910091	2
0.816326530612245	0.54301829361961	3
0.816326530612245	0.471247040404857	4
0.816326530612245	0.471247040404857	4
0.816326530612245	0.471247040404857	4
0.816326530612245	0.426711638266606	5
0.816326530612245	0.426711638266606	5
0.816326530612245	0.421026818805691	6
0.816326530612245	0.320545878361497	8
0.816326530612245	0.320545878361497	8
0.816326530612245	0.512934513183499	11
0.816326530612245	0.512934513183499	11
0.816326530612245	0.572231370950798	14
0.816326530612245	0.491018577786204	15
1.02040816326531	0.409869706700109	1
1.02040816326531	0.59740052102326	2
1.02040816326531	0.59740052102326	2
1.02040816326531	0.564866217852096	3
1.02040816326531	0.564866217852096	3
1.02040816326531	0.517911450487964	4
1.02040816326531	0.471030386995149	5
1.02040816326531	0.471030386995149	5
1.02040816326531	0.685464472186282	7
1.02040816326531	0.685464472186282	7
1.02040816326531	0.517100364059624	11
1.02040816326531	0.390278270157821	12
1.02040816326531	0.629091501477738	13
1.02040816326531	0.629091501477738	13
1.02040816326531	0.629091501477738	13
1.22448979591837	0.651396762542257	2
1.22448979591837	0.56623907186713	3
1.22448979591837	0.458402670181122	6
1.22448979591837	0.69826144756947	7
1.22448979591837	0.69826144756947	7
1.22448979591837	0.371299778301239	8
1.22448979591837	0.50243678505065	9
1.22448979591837	0.554686925405593	10
1.22448979591837	0.554686925405593	10
1.22448979591837	0.52254483779954	11
1.22448979591837	0.616200198453533	13
1.22448979591837	0.583989777112254	14
1.22448979591837	0.478815906261315	15
1.22448979591837	0.478815906261315	15
1.42857142857143	0.472908574165861	1
1.42857142857143	0.472908574165861	1
1.42857142857143	0.564909530200294	3
1.42857142857143	0.564909530200294	3
1.42857142857143	0.564909530200294	3
1.42857142857143	0.564909530200294	3
1.42857142857143	0.531668296716103	5
1.42857142857143	0.531668296716103	5
1.42857142857143	0.475611309398326	6
1.42857142857143	0.475611309398326	6
1.42857142857143	0.475611309398326	6
1.42857142857143	0.601841202771353	7
1.42857142857143	0.601841202771353	7
1.42857142857143	0.601841202771353	7
1.42857142857143	0.601841202771353	7
1.42857142857143	0.538998202255255	9
1.42857142857143	0.576252877102564	10
1.42857142857143	0.529437084400668	11
1.42857142857143	0.529437084400668	11
1.42857142857143	0.363771700457007	12
1.42857142857143	0.587603267184739	14
1.42857142857143	0.587603267184739	14
1.42857142857143	0.469346400794407	15
1.63265306122449	0.479129890266607	1
1.63265306122449	0.479129890266607	1
1.63265306122449	0.479129890266607	1
1.63265306122449	0.562423435932561	4
1.63265306122449	0.522139839515536	5
1.63265306122449	0.481775071125445	6
1.63265306122449	0.481775071125445	6
1.63265306122449	0.481775071125445	6
1.63265306122449	0.511319119494448	7
1.63265306122449	0.511319119494448	7
1.63265306122449	0.592413107356023	10
1.63265306122449	0.536500535721613	11
1.63265306122449	0.536500535721613	11
1.63265306122449	0.342032433113583	12
1.63265306122449	0.456889035914802	15
1.83673469387755	0.402417173404042	1
1.83673469387755	0.532308707938131	2
1.83673469387755	0.532308707938131	2
1.83673469387755	0.532308707938131	2
1.83673469387755	0.591052218519225	3
1.83673469387755	0.591052218519225	3
1.83673469387755	0.580431158136329	4
1.83673469387755	0.580431158136329	4
1.83673469387755	0.580431158136329	4
1.83673469387755	0.444161331034476	5
1.83673469387755	0.466278191872734	6
1.83673469387755	0.405854936988758	7
1.83673469387755	0.441524107522876	8
1.83673469387755	0.479172318923642	9
1.83673469387755	0.479172318923642	9
1.83673469387755	0.58539816670975	10
1.83673469387755	0.515686098731031	11
1.83673469387755	0.515686098731031	11
1.83673469387755	0.313286225860558	12
1.83673469387755	0.571351001014055	13
1.83673469387755	0.586480720164763	14
1.83673469387755	0.586480720164763	14
2.04081632653061	0.465122936021183	2
2.04081632653061	0.465122936021183	2
2.04081632653061	0.51854634163875	4
2.04081632653061	0.51854634163875	4
2.04081632653061	0.462112507051517	6
2.04081632653061	0.31544953219897	7
2.04081632653061	0.421681233741369	8
2.04081632653061	0.421681233741369	8
2.04081632653061	0.421681233741369	8
2.04081632653061	0.427558207672496	9
2.04081632653061	0.427558207672496	9
2.04081632653061	0.495944505709187	10
2.04081632653061	0.263119010583042	12
2.04081632653061	0.408354463598725	15
2.24489795918367	0.630395274882392	3
2.24489795918367	0.630395274882392	3
2.24489795918367	0.630395274882392	3
2.24489795918367	0.435092627568982	4
2.24489795918367	0.435092627568982	4
2.24489795918367	0.328789437182742	5
2.24489795918367	0.39105819371984	8
2.24489795918367	0.359002326562707	9
2.24489795918367	0.429152070225323	10
2.24489795918367	0.36122098503836	11
2.24489795918367	0.440553315727603	13
2.24489795918367	0.511417131069676	14
2.24489795918367	0.511417131069676	14
2.24489795918367	0.511417131069676	14
2.44897959183673	0.183176716751916	1
2.44897959183673	0.28625415660069	2
2.44897959183673	0.481149499831464	3
2.44897959183673	0.481149499831464	3
2.44897959183673	0.272332942684892	5
2.44897959183673	0.191975848126501	6
2.44897959183673	0.191975848126501	6
2.44897959183673	0.191975848126501	6
2.44897959183673	0.191975848126501	6
2.44897959183673	0.269337178820281	9
2.44897959183673	0.269337178820281	9
2.44897959183673	0.291753751585051	11
2.44897959183673	0.4158637838072	14
2.44897959183673	0.4158637838072	14
2.6530612244898	0.0753202221637491	1
2.6530612244898	0.0753202221637491	1
2.6530612244898	0.201986873121135	5
2.6530612244898	0.074845081502415	6
2.6530612244898	0.074845081502415	6
2.6530612244898	0.074845081502415	6
2.6530612244898	0.074845081502415	6
2.6530612244898	0.133315617779045	7
2.6530612244898	0.170894463309151	9
2.6530612244898	-0.0346668933755529	12
2.6530612244898	0.287642978847679	13
2.85714285714286	-0.0656534393573502	1
2.85714285714286	-0.0656534393573502	1
2.85714285714286	0.239824842197268	3
2.85714285714286	0.239824842197268	3
2.85714285714286	0.239824842197268	3
2.85714285714286	0.130017712478432	4
2.85714285714286	0.0859291632241325	5
2.85714285714286	-0.0384208056189845	6
2.85714285714286	0.0370519385789113	7
2.85714285714286	0.0853997942633389	8
2.85714285714286	0.114901734952408	11
