x	y
0	0.0883060165310904
0.204081632653061	0.263219178234832
0.408163265306122	0.268765233023462
0.612244897959184	0.655136902215515
0.816326530612245	0.359505505842199
1.02040816326531	0.811480508064129
1.22448979591837	1.18837003461204
1.42857142857143	0.33766568160333
1.63265306122449	0.551709625927242
1.83673469387755	0.616265041704672
2.04081632653061	0.414832322167375
2.24489795918367	0.907142935315171
2.44897959183673	0.340671815299799
2.6530612244898	-0.180034512821491
2.85714285714286	0.0893587699902219
3.06122448979592	-0.0369089005996283
3.26530612244898	0.133637504771254
3.46938775510204	-0.653081955872267
3.6734693877551	-0.158764932762906
3.87755102040816	-0.551788978863351
4.08163265306122	-0.698876043677673
4.28571428571429	-1.16610464540513
4.48979591836735	-0.389227922097634
4.69387755102041	-1.04910991801324
4.89795918367347	-1.53030047917913
5.10204081632653	-0.986198313155952
5.30612244897959	-1.40919095759266
5.51020408163265	-0.791425430301402
5.71428571428571	-0.665373389343042
5.91836734693878	-0.152230333777915
6.12244897959184	0.142803769677997
6.3265306122449	-0.174499756101663
6.53061224489796	0.486742731524487
6.73469387755102	0.863620359372448
6.93877551020408	0.374383995038038
7.14285714285714	0.56190710544292
7.3469387755102	1.06941780776584
7.55102040816327	1.00937159072193
7.75510204081633	1.15974788291095
7.95918367346939	1.41587665562789
8.16326530612245	1.06867678340438
8.36734693877551	1.18660708453493
8.57142857142857	0.940358366140796
8.77551020408163	0.734689433448811
8.9795918367347	0.546451201838061
9.18367346938776	0.626172306981455
9.38775510204082	-0.263663560628134
9.59183673469388	-0.497837612596005
9.79591836734694	-0.185094627807386
10	-0.579928010129304
